id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
132697719,2022-08-28 16:53:56,2022-08-28,2022-08-28 21:53:56 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-08-28 21:56:16 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/132697719,https://inaturalist-open-data.s3.amazonaws.com/photos/225948365/medium.jpeg,,"",,2,0,false,2,30.272795,-97.7749116667,Southwest Bernardia,Bernardia myricifolia,Southwest Bernardia,Plantae,75761,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,Acalyphoideae,,Bernardieae,,Bernardia,,Bernardia myricifolia,,,,
133940889,2022-09-06 13:20:16,2022-09-06,2022-09-06 18:20:16 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-06 18:25:39 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/133940889,https://inaturalist-open-data.s3.amazonaws.com/photos/228222487/medium.jpeg,,"",,1,0,false,2,30.2784174,-97.6871759,Texas Spiny Lizard,Sceloporus olivaceus,Texas Spiny Lizard,Reptilia,36202,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Phrynosomatidae,Sceloporinae,,,,Sceloporus,,Sceloporus olivaceus,,,,
133941326,2022-09-06 13:25:38,2022-09-06,2022-09-06 18:25:38 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-06 18:29:05 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/133941326,https://inaturalist-open-data.s3.amazonaws.com/photos/228223352/medium.jpeg,,"",,1,0,false,2,30.27966,-97.68824,fragrant heliotrope,Heliotropium amplexicaule,fragrant heliotrope,Plantae,77363,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Heliotropioideae,,,,Heliotropium,,Heliotropium amplexicaule,,,,
133942713,2022-09-06 13:38:05,2022-09-06,2022-09-06 18:38:05 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-06 18:39:58 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/133942713,https://inaturalist-open-data.s3.amazonaws.com/photos/228225599/medium.jpeg,,"",,1,0,false,2,30.2801583333,-97.6879716667,Rio Grande copper lily,Zephyranthes tubispatha,Rio Grande copper lily,Plantae,1264667,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Amaryllidoideae,,Hippeastreae,Hippeastrinae,Zephyranthes,,Zephyranthes tubispatha,,,,
134065317,2022-09-07 12:45:57,2022-09-07,2022-09-07 17:45:57 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 17:47:32 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134065317,https://inaturalist-open-data.s3.amazonaws.com/photos/228456989/medium.jpeg,,"",,1,0,false,2,30.280105,-97.6879,Drummond's woodsorrel,Oxalis drummondii,Drummond's woodsorrel,Plantae,165989,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Oxalidales,,,Oxalidaceae,,,,,Oxalis,,Oxalis drummondii,,,,
134065687,2022-09-07 12:49:28,2022-09-07,2022-09-07 17:49:28 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 17:50:44 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134065687,https://inaturalist-open-data.s3.amazonaws.com/photos/228457684/medium.jpeg,,"",,1,0,false,2,30.28014,-97.6878766667,fragrant heliotrope,Heliotropium amplexicaule,fragrant heliotrope,Plantae,77363,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Heliotropioideae,,,,Heliotropium,,Heliotropium amplexicaule,,,,
134066082,2022-09-07 12:50:58,2022-09-07,2022-09-07 17:50:58 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 17:54:09 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134066082,https://inaturalist-open-data.s3.amazonaws.com/photos/228458440/medium.jpeg,,"",,1,0,false,2,30.2801633333,-97.6878333333,scarlet spiderling,Boerhavia coccinea,scarlet spiderling,Plantae,75833,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Nyctaginaceae,,,,,Boerhavia,,Boerhavia coccinea,,,,
134067475,2022-09-07 13:04:15,2022-09-07,2022-09-07 18:04:15 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 18:05:13 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134067475,https://inaturalist-open-data.s3.amazonaws.com/photos/228460917/medium.jpeg,,"",,1,0,false,2,30.2797633333,-97.68816,horseweed,Erigeron canadensis,horseweed,Plantae,76907,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Conyzinae,Erigeron,,Erigeron canadensis,,,,
134067901,2022-09-07 13:06:08,2022-09-07,2022-09-07 18:06:08 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 18:08:05 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134067901,https://inaturalist-open-data.s3.amazonaws.com/photos/228461655/medium.jpeg,,"",,1,0,false,2,30.2802416667,-97.6880233333,Camphorweed,Heterotheca subaxillaris,Camphorweed,Plantae,77398,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Chrysopsidinae,Heterotheca,,Heterotheca subaxillaris,,,,
134068175,2022-09-07 13:08:10,2022-09-07,2022-09-07 18:08:10 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 18:09:50 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134068175,https://inaturalist-open-data.s3.amazonaws.com/photos/228462088/medium.jpeg,,"",,1,0,false,2,30.2799016667,-97.6881466667,Rust Weed,Polypremum procumbens,Rust Weed,Plantae,131588,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Tetrachondraceae,,,,,Polypremum,,Polypremum procumbens,,,,
134068535,2022-09-07 13:11:21,2022-09-07,2022-09-07 18:11:21 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 18:12:25 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134068535,https://inaturalist-open-data.s3.amazonaws.com/photos/228462720/medium.jpeg,,"",,1,0,false,2,30.2800233333,-97.6885233333,butterfly pea,Centrosema virginianum,butterfly pea,Plantae,127681,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Phaseoleae,Clitoriinae,Centrosema,,Centrosema virginianum,,,,
134069010,2022-09-07 13:12:49,2022-09-07,2022-09-07 18:12:49 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 18:15:05 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134069010,https://inaturalist-open-data.s3.amazonaws.com/photos/228463383/medium.jpeg,,"",,1,0,false,2,30.2798783333,-97.6881266667,Osage-orange,Maclura pomifera,Osage-orange,Plantae,58205,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Moraceae,,,Chlorophoreae,,Maclura,,Maclura pomifera,,,,
134077928,2022-09-07 14:18:02,2022-09-07,2022-09-07 19:18:02 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 19:19:48 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134077928,https://inaturalist-open-data.s3.amazonaws.com/photos/228479702/medium.jpeg,,"",,1,0,false,2,30.2893966667,-97.703015,Pyramid Flower,Melochia pyramidata,Pyramid Flower,Plantae,165294,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malvales,,,Malvaceae,Byttnerioideae,,,,Melochia,,Melochia pyramidata,,,,
134078072,2022-09-07 14:19:51,2022-09-07,2022-09-07 19:19:51 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 19:20:58 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134078072,https://inaturalist-open-data.s3.amazonaws.com/photos/228480002/medium.jpeg,,"",,1,0,false,2,30.289245,-97.7030016667,baldcypress,Taxodium distichum,baldcypress,Plantae,49666,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Cupressaceae,Taxodioideae,,,,Taxodium,,Taxodium distichum,,,,
134078214,2022-09-07 14:21:16,2022-09-07,2022-09-07 19:21:16 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 19:22:15 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134078214,https://inaturalist-open-data.s3.amazonaws.com/photos/228480392/medium.jpeg,,"",,1,0,false,2,30.289235,-97.703005,alligator flag,Thalia geniculata,alligator flag,Plantae,127912,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Zingiberales,,,Marantaceae,,,,,Thalia,,Thalia geniculata,,,,
134078554,2022-09-07 14:22:34,2022-09-07,2022-09-07 19:22:34 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 19:24:12 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134078554,https://inaturalist-open-data.s3.amazonaws.com/photos/228480853/medium.jpeg,,"",,1,0,false,2,30.2892233333,-97.702975,Least Snoutbean,Rhynchosia minima,Least Snoutbean,Plantae,138567,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Phaseoleae,Cajaninae,Rhynchosia,,Rhynchosia minima,,,,
134079088,2022-09-07 14:27:57,2022-09-07,2022-09-07 19:27:57 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 19:28:50 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134079088,https://inaturalist-open-data.s3.amazonaws.com/photos/228481839/medium.jpeg,,"",,2,0,false,2,30.28908,-97.7028416667,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,,,,Ardea,,Ardea herodias,,,,
134079287,2022-09-07 14:29:24,2022-09-07,2022-09-07 19:29:24 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 19:30:18 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134079287,https://inaturalist-open-data.s3.amazonaws.com/photos/228482180/medium.jpeg,,"",,1,0,false,2,30.2888533333,-97.70284,shrubby copperleaf,Acalypha phleoides,shrubby copperleaf,Plantae,157900,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,Acalyphoideae,,Acalypheae,Acalyphinae,Acalypha,,Acalypha phleoides,,,,
134079438,2022-09-07 14:30:20,2022-09-07,2022-09-07 19:30:20 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-07 19:31:38 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/134079438,https://inaturalist-open-data.s3.amazonaws.com/photos/228482525/medium.jpeg,,"",,1,0,false,2,30.2889383333,-97.7029683333,Sweet acacia,Vachellia farnesiana,Sweet acacia,Plantae,79472,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Mimosoideae,,,,Vachellia,,Vachellia farnesiana,,,,
135598976,2022-09-18 18:46:07,2022-09-18,2022-09-18 23:46:07 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-09-18 23:48:06 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/135598976,https://inaturalist-open-data.s3.amazonaws.com/photos/231298966/medium.jpeg,,"",,2,0,false,2,30.263595,-97.7742483333,cardinal flower,Lobelia cardinalis,cardinal flower,Plantae,48038,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,Lobelioideae,,,,Lobelia,,Lobelia cardinalis,,,,
137352137,2022-10-02 18:37:05,2022-10-02,2022-10-02 23:37:05 UTC,Central Time (US & Canada),1581645,nolandmartin,Noland Martin,2022-10-02 23:37:30 UTC,2023-06-21 04:12:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137352137,https://inaturalist-open-data.s3.amazonaws.com/photos/234566988/medium.jpeg,,"",,1,0,false,2,30.2797318487,-97.7219756178,netleaf hackberry,Celtis reticulata,netleaf hackberry,Plantae,76203,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Cannabaceae,,,,,Celtis,,Celtis reticulata,,,,
137914728,2022-10-07 17:57:30,2022-10-07,2022-10-07 22:57:30 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-10-07 22:59:12 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/137914728,https://inaturalist-open-data.s3.amazonaws.com/photos/235627496/medium.jpeg,,"",,1,0,false,2,30.3010066667,-97.6402766667,Giant Leopard Moth,Hypercompe scribonia,Giant Leopard Moth,Insecta,63028,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,Arctiini,Spilosomina,Hypercompe,,Hypercompe scribonia,,,,
138548008,2022/10/05 3:00 PM,2022-10-05,2022-10-05 20:00:00 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2022-10-12 21:20:04 UTC,2024-04-05 20:39:10 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/138548008,https://inaturalist-open-data.s3.amazonaws.com/photos/236827565/medium.jpg,,"",,2,0,false,,30.20695,-97.8185,White-striped Longtail,Chioides albofasciatus,White-striped Longtail,Insecta,148800,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Chioides,,Chioides albofasciatus,,,,
139039920,2022-10-16 16:53:27,2022-10-16,2022-10-16 21:53:27 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-10-16 21:54:06 UTC,2024-01-14 06:57:49 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/139039920,https://inaturalist-open-data.s3.amazonaws.com/photos/237733572/medium.jpeg,,"",,1,0,false,2,30.3011333333,-97.65784,Muskmelon,Cucumis melo,Muskmelon,Plantae,76538,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cucurbitales,,,Cucurbitaceae,,,Benincaseae,,Cucumis,,Cucumis melo,,,,
139043835,2022-10-16 17:23:21,2022-10-16,2022-10-16 22:23:21 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-10-16 22:24:20 UTC,2024-04-04 03:06:22 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/139043835,https://inaturalist-open-data.s3.amazonaws.com/photos/237741083/medium.jpeg,,"",,1,0,false,2,30.2979716667,-97.660985,White-striped Longtail,Chioides albofasciatus,White-striped Longtail,Insecta,148800,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Chioides,,Chioides albofasciatus,,,,
139672671,2022-10-20 14:55:06-05:00,2022-10-20,2022-10-20 19:55:06 UTC,Central Time (US & Canada),28294,sarova,Sara DeAngelis,2022-10-22 20:59:02 UTC,2022-10-22 21:28:23 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/139672671,https://inaturalist-open-data.s3.amazonaws.com/photos/238936871/medium.jpg,,"","",1,0,false,3,30.1843954883,-97.8737197121,Rio Grande copper lily,Zephyranthes tubispatha,Rio Grande copper lily,Plantae,1264667,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Amaryllidoideae,,Hippeastreae,Hippeastrinae,Zephyranthes,,Zephyranthes tubispatha,,,,
139672699,2022-10-20 15:03:56-05:00,2022-10-20,2022-10-20 20:03:56 UTC,Central Time (US & Canada),28294,sarova,Sara DeAngelis,2022-10-22 20:59:15 UTC,2022-10-23 02:48:02 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/139672699,https://inaturalist-open-data.s3.amazonaws.com/photos/238936915/medium.jpg,,"","",2,0,false,3,30.185175,-97.8745116667,Red-headed Beauty,Stenaspis verticalis insignis,Red-headed Beauty,Insecta,335656,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Cerambycinae,,Trachyderini,Trachyderina,Stenaspis,,Stenaspis verticalis,,Stenaspis verticalis insignis,,
139672728,2022-10-20 14:34:03-05:00,2022-10-20,2022-10-20 19:34:03 UTC,Central Time (US & Canada),28294,sarova,Sara DeAngelis,2022-10-22 20:59:34 UTC,2024-04-02 05:07:37 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/139672728,https://inaturalist-open-data.s3.amazonaws.com/photos/238936990/medium.jpg,,"","",2,0,false,3,30.1858,-97.87372,Hackberry Emperor,Asterocampa celtis,Hackberry Emperor,Insecta,68264,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Apaturinae,,,,Asterocampa,,Asterocampa celtis,,,,
139672747,2022-10-20 14:23:44-05:00,2022-10-20,2022-10-20 19:23:44 UTC,Central Time (US & Canada),28294,sarova,Sara DeAngelis,2022-10-22 20:59:43 UTC,2024-04-02 05:07:36 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/139672747,https://inaturalist-open-data.s3.amazonaws.com/photos/238937039/medium.jpg,,"","",2,0,false,3,30.186245,-97.8737416667,Southern Dogface,Zerene cesonia,Southern Dogface,Insecta,129362,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Pieridae,Coliadinae,,,,Zerene,,Zerene cesonia,,,,
139674344,2022-10-20 14:05:50-05:00,2022-10-20,2022-10-20 19:05:50 UTC,Central Time (US & Canada),28294,sarova,Sara DeAngelis,2022-10-22 21:13:40 UTC,2024-04-02 04:53:43 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/139674344,https://inaturalist-open-data.s3.amazonaws.com/photos/238940336/medium.jpg,,"","",2,0,false,3,30.1854633333,-97.8751366667,Common Buckeye,Junonia coenia,Common Buckeye,Insecta,48505,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Junoniini,,Junonia,,Junonia coenia,,,,
139674433,2022-10-20 14:01:56-05:00,2022-10-20,2022-10-20 19:01:56 UTC,Central Time (US & Canada),28294,sarova,Sara DeAngelis,2022-10-22 21:14:42 UTC,2024-03-12 16:51:00 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/139674433,https://inaturalist-open-data.s3.amazonaws.com/photos/238940589/medium.jpg,,"","",1,0,false,3,30.18528,-97.8749466667,Danaid wędrowny,Danaus plexippus,Monarch,Insecta,48662,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Danainae,,Danaini,Danaina,Danaus,,Danaus plexippus,,,,
139674447,2022-10-20 14:01:47-05:00,2022-10-20,2022-10-20 19:01:47 UTC,Central Time (US & Canada),28294,sarova,Sara DeAngelis,2022-10-22 21:14:51 UTC,2024-04-02 04:53:40 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/139674447,https://inaturalist-open-data.s3.amazonaws.com/photos/238940624/medium.jpg,,"","",2,0,false,3,30.18528,-97.8749383333,Variegated Fritillary,Euptoieta claudia,Variegated Fritillary,Insecta,68244,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Euptoieta,,Euptoieta claudia,,,,
139674482,2022-10-20 13:42:20-05:00,2022-10-20,2022-10-20 18:42:20 UTC,Central Time (US & Canada),28294,sarova,Sara DeAngelis,2022-10-22 21:15:02 UTC,2022-12-31 03:17:51 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/139674482,https://inaturalist-open-data.s3.amazonaws.com/photos/238940655/medium.jpg,,"","",2,0,false,3,30.1856166667,-97.8731616667,Neon Skimmer,Libellula croceipennis,Neon Skimmer,Insecta,104574,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Anisoptera,Libelluloidea,Libellulidae,,,,,Libellula,,Libellula croceipennis,,,,
139795641,2022-10-23 15:51:12,2022-10-23,2022-10-23 20:51:12 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-10-23 20:52:53 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/139795641,https://inaturalist-open-data.s3.amazonaws.com/photos/239174572/medium.jpeg,,"",,1,0,false,2,30.2699033,-97.6953432,American black elderberry,Sambucus canadensis,black elderberry,Plantae,84300,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Viburnaceae,,,,,Sambucus,,Sambucus canadensis,,,,
139797330,2022-10-23 16:03:55,2022-10-23,2022-10-23 21:03:55 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-10-23 21:05:07 UTC,2024-04-02 03:46:58 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/139797330,https://inaturalist-open-data.s3.amazonaws.com/photos/239177389/medium.jpeg,,"",,4,1,false,2,30.2638366667,-97.6850066667,Eastern Tiger Swallowtail,Papilio glaucus,Eastern Tiger Swallowtail,Insecta,60551,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Papilionidae,Papilioninae,,Papilionini,,Papilio,,Papilio glaucus,,,,
139797795,2022-10-23 16:06:09,2022-10-23,2022-10-23 21:06:09 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-10-23 21:07:36 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/139797795,https://inaturalist-open-data.s3.amazonaws.com/photos/239178004/medium.jpeg,,"",,2,0,false,2,30.2635533333,-97.6852766667,Maximilian sunflower,Helianthus maximiliani,Maximilian sunflower,Plantae,130192,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Heliantheae,Helianthinae,Helianthus,,Helianthus maximiliani,,,,
139802629,2022-10-23 16:44:59,2022-10-23,2022-10-23 21:44:59 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-10-23 21:45:54 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/139802629,https://inaturalist-open-data.s3.amazonaws.com/photos/239186941/medium.jpeg,,"",,2,0,false,2,30.2621166667,-97.6844266667,Diamondback Watersnake,Nerodia rhombifer,Diamondback Watersnake,Reptilia,29310,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Serpentes,,Colubridae,Natricinae,,,,Nerodia,,Nerodia rhombifer,,,,
140437386,2022-10-29 17:27:12,2022-10-29,2022-10-29 22:27:12 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-10-29 22:28:25 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/140437386,https://inaturalist-open-data.s3.amazonaws.com/photos/240395547/medium.jpeg,,"",,1,0,false,2,30.2630883333,-97.6848266667,American black elderberry,Sambucus canadensis,black elderberry,Plantae,84300,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Viburnaceae,,,,,Sambucus,,Sambucus canadensis,,,,
141200703,2022-10-05 14:57:58,2022-10-05,2022-10-05 19:57:58 UTC,Central Time (US & Canada),11469,kevinparker,Kevin Parker,2022-11-05 21:50:32 UTC,2023-06-14 23:28:01 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/141200703,https://inaturalist-open-data.s3.amazonaws.com/photos/241838824/medium.jpeg,,"",,2,0,false,2,30.20695,-97.8185,White-striped Longtail,Chioides albofasciatus,White-striped Longtail,Insecta,148800,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Hesperiidae,Eudaminae,,Eudamini,Eudamina,Chioides,,Chioides albofasciatus,,,,
141313149,2022-11-06 16:23:30,2022-11-06,2022-11-06 22:23:30 UTC,Central Time (US & Canada),23600,cyrusharp,Cyrus Harp,2022-11-06 22:24:21 UTC,2023-11-28 06:09:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/141313149,https://inaturalist-open-data.s3.amazonaws.com/photos/242059087/medium.jpeg,,"",,1,0,false,2,30.2691383333,-97.6765066667,Chinese pistache,Pistacia chinensis,Chinese pistache,Plantae,143792,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Anacardiaceae,Anacardioideae,,,,Pistacia,,Pistacia chinensis,,,,
144113350,2018/04/20 4:13 PM,2018-04-20,2018-04-20 21:13:00 UTC,Central Time (US & Canada),24865,cnacree,Chris Acree,2022-12-11 00:23:56 UTC,2022-12-12 03:28:52 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/144113350,https://inaturalist-open-data.s3.amazonaws.com/photos/247279941/medium.jpeg,,"","",3,0,false,,30.2416620847,-97.7906781399,Canyon Wren,Catherpes mexicanus,Canyon Wren,Aves,7464,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,,,Catherpes,,Catherpes mexicanus,,,,
144113620,2018/04/20 4:49 PM,2018-04-20,2018-04-20 21:49:00 UTC,Central Time (US & Canada),24865,cnacree,Chris Acree,2022-12-11 00:28:30 UTC,2023-03-25 00:18:55 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/144113620,https://inaturalist-open-data.s3.amazonaws.com/photos/247280542/medium.jpeg,,"","",2,0,false,,30.2419797911,-97.7898500143,Roemer's spurge,Euphorbia roemeriana,Roemer's spurge,Plantae,162848,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,Euphorbioideae,,Euphorbieae,Euphorbiinae,Euphorbia,,Euphorbia roemeriana,,,,
